win,year,song,artist,genre_category,genre,genre_count_old,genre_Count_from2005,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,rankby_total_count,groupby_10
0,1962,Pop Pop Pop - Pie,The Sherrys,5,Pop,1235,13616,365,8,3497,1025,2,8113,21939,4719,21941,5072,7
0,1959,There's A Girl,Jan & Dean,6,Rock,3655,1990,9,3,7790,41,2516,4541,19422,4858,21938,5073,7
0,1961,Lonesome Whistle Blues,Freddy King,8,Traditional,811,12088,41,4,6693,437,14327,2712,7610,6097,21937,5074,7
1,1966,Batman Theme,The Marketts,6,Rock,3655,1990,541,9,2455,406,16977,2538,4929,6609,21906,5075,7
0,1962,P.T. 109,Jimmy Dean,8,Traditional,811,12088,784,11,1488,221,10121,3111,11781,5543,21902,5076,7
0,1968,Bella Linda,The Grass Roots,6,Rock,3655,1990,418,9,3151,120,15291,2640,6589,6278,21880,5077,7
0,1960,I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,6,Rock,3655,1990,32,3,6886,1539,0,8235,21877,4727,21877,5078,7
0,1962,Operator,Gladys Knight And The Pips,9,Urban,1891,19436,7,2,7902,108,6995,3501,14859,5211,21854,5079,7
0,1959,Thank You Pretty Baby,Brook Benton,6,Rock,3655,1990,920,14,982,6,8244,3340,13607,5347,21851,5080,7
0,1964,I Can't Stop,The Honeycombs,6,Rock,3655,1990,296,7,4057,754,5601,3721,16239,5100,21840,5081,7
0,1963,Remember Diana,Paul Anka,5,Pop,1235,13616,339,8,3690,20,3384,4230,18451,4925,21835,5082,7
0,1969,Everybody Knows Matilda,Duke Baxter,0,Alternative & Punk,58,5730,217,6,4711,1626,136,7012,21691,4738,21827,5083,7
0,1967,Hard Lovin' Loser,Judy Collins,5,Pop,1235,13616,6,2,7956,310,12310,2881,9513,5799,21823,5084,7
0,1962,If A Man Answers,Bobby Darin,6,Rock,3655,1990,403,8,3244,9,4686,3899,17118,5013,21804,5085,7
0,1969,Point It Out,Smokey Robinson & The Miracles,9,Urban,1891,19436,416,8,3164,127,5713,3700,16069,5118,21782,5086,7
0,1967,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,6,Rock,3655,1990,227,6,4628,511,7525,3428,14247,5268,21772,5087,7
0,1961,Just Got To Know,Jimmy McCracklin,8,Traditional,811,12088,167,7,5155,494,958,5527,20750,4795,21708,5088,7
0,1958,La-Do-Dada,Dale Hawkins,6,Rock,3655,1990,486,12,2734,608,5249,3781,16453,5080,21702,5089,7
0,1968,Release Me,Johnny Adams,9,Urban,1891,19436,39,3,6740,590,8980,3254,12719,5431,21699,5090,7
0,1958,Ginger Bread,Frankie Avalon,6,Rock,3655,1990,770,11,1532,53,13061,2806,8628,5925,21689,5091,7
0,1961,Wishin' On A Rainbow,Phill Wilson,3,Jazz,298,81,16,2,7422,2030,20,7808,21662,4740,21682,5092,7
0,1959,Soldier's Joy,Hawkshaw Hawkins,8,Traditional,811,12088,23,2,7132,1683,3642,4150,18016,4954,21658,5093,7
0,1969,What You Gave Me,Marvin Gaye & Tammi Terrell,9,Urban,1891,19436,331,8,3759,197,18862,2435,2790,7203,21652,5094,7
0,1960,Kommotion,Duane Eddy,6,Rock,3655,1990,94,6,5938,249,7360,3453,14271,5266,21631,5095,7
0,1964,Pretend You Don't See Her,Bobby Vee,6,Rock,3655,1990,4,1,8171,21,440,6203,21183,4769,21623,5096,7
0,1967,Love Is A Doggone Good Thing,Eddie Floyd,6,Rock,3655,1990,4,1,8156,200,14070,2730,7525,6114,21595,5097,7
0,1962,I Need Your Loving,Don Gardner And Dee Dee Ford,9,Urban,1891,19436,711,13,1735,733,2392,4593,19198,4870,21590,5098,7
0,1967,I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,9,Urban,1891,19436,473,9,2804,10,36,7626,21546,4746,21582,5099,7
0,1967,Lay Some Happiness On Me,Dean Martin,5,Pop,1235,13616,195,5,4904,37,9441,3192,12108,5507,21549,5100,7
0,1966,I Really Don't Want To Know,Ronnie Dove,8,Traditional,811,12088,528,9,2516,65,96,7227,21425,4758,21521,5101,7
0,1960,You've Got The Power,James Brown And The Famous Flames,9,Urban,1891,19436,15,1,7479,10,148,6962,21320,4761,21468,5102,7
0,1968,Down Here On The Ground,Lou Rawls,9,Urban,1891,19436,137,5,5467,158,3053,4338,18405,4928,21458,5103,7
1,1962,Baby Elephant Walk,The Miniature Men,6,Rock,3655,1990,31,4,6918,1422,503,6091,20916,4784,21419,5104,7
0,1968,America Is My Home - Pt. 1,James Brown And The Famous Flames,9,Urban,1891,19436,241,7,4528,10,1,8154,21404,4760,21405,5105,7
0,1965,What Are We Going To Do?,David Jones,4,Other,226,1250,17,3,7395,1779,128,7047,21272,4764,21400,5106,7
0,1960,Twistin' U.S.A.,Danny & The Juniors,6,Rock,3655,1990,410,9,3191,307,426,6229,20971,4782,21397,5107,7
1,1969,(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,5,Pop,1235,13616,129,5,5556,196,8484,3306,12906,5418,21390,5108,7
0,1967,Pucker Up Buttercup,Jr. Walker & The All Stars,9,Urban,1891,19436,430,8,3072,87,9924,3137,11451,5586,21375,5109,7
0,1966,East West,Herman's Hermits,6,Rock,3655,1990,480,8,2762,73,14334,2709,7040,6206,21374,5110,7
0,1959,Castin' My Spell,The Johnny Otis Show,3,Jazz,298,81,199,5,4869,601,463,6164,20904,4785,21367,5111,7
0,1963,Two Kind Of Teardrops,Del Shannon,6,Rock,3655,1990,353,9,3588,107,420,6237,20939,4783,21359,5112,7
0,1965,You'd Better Come Home,Petula Clark,6,Rock,3655,1990,539,9,2460,81,14992,2664,6353,6323,21345,5113,7
0,1962,If You Were A Rock And Roll Record,Freddy Cannon,6,Rock,3655,1990,128,5,5564,95,964,5522,20313,4815,21277,5114,7
0,1962,Chapel By The Sea,Billy Vaughn And His Orchestra,5,Pop,1235,13616,130,6,5532,109,25,7741,21220,4766,21245,5115,7
0,1970,Let The Music Take Your Mind,Kool & The Gang,9,Urban,1891,19436,91,6,5964,509,12744,2833,8491,5944,21235,5116,7
0,1961,I Need Some One,The Belmonts,9,Urban,1891,19436,65,4,6273,340,40,7592,21147,4772,21187,5117,7
0,1958,Try Me,James Brown And The Famous Flames,9,Urban,1891,19436,514,13,2585,10,1545,5055,19637,4850,21182,5118,7
0,1963,Bossa Nova U.S.A.,The Dave Brubeck Quartet,3,Jazz,298,81,127,7,5575,807,17458,2509,3718,6922,21176,5119,7
0,1962,I'm Gonna Change Everything,Jim Reeves,8,Traditional,811,12088,7,2,7904,59,6940,3507,14207,5274,21147,5120,7
0,1961,Big Cold Wind,Pat Boone,5,Pop,1235,13616,548,9,2426,19,278,6570,20867,4789,21145,5121,7
0,1967,Lost,Jerry Butler,9,Urban,1891,19436,177,6,5048,33,3665,4141,17443,4994,21108,5122,7
0,1967,Baby Please Come Back Home,J.J. Barnes,5,Pop,1235,13616,240,10,4533,1076,2242,4677,18855,4898,21097,5123,7
0,1970,California Girl,Eddie Floyd,9,Urban,1891,19436,471,12,2810,200,10376,3082,10701,5656,21077,5124,7
0,1965,Nobody Knows What's Goin' On (In My Mind But Me),The Chiffons,6,Rock,3655,1990,321,9,3843,185,11475,2975,9579,5790,21054,5125,7
0,1964,I Don't Wanna Be A Loser,Lesley Gore,6,Rock,3655,1990,253,5,4404,77,16049,2595,4992,6585,21041,5126,7
0,1960,One Mint Julep,Chet Atkins,8,Traditional,811,12088,76,6,6140,447,2393,4592,18612,4909,21005,5127,7
0,1961,This Is My Story,Mickey & Sylvia,6,Rock,3655,1990,1,1,8390,424,1029,5466,19938,4831,20967,5128,7
0,1964,Live Wire,Martha & The Vandellas,9,Urban,1891,19436,330,7,3766,121,12566,2851,8396,5964,20962,5129,7
0,1965,I Wanna Be (Your Everything),The Manhattans,9,Urban,1891,19436,121,8,5632,402,2392,4594,18562,4917,20954,5130,7
0,1963,I Adore Him,The Angels,6,Rock,3655,1990,418,7,3155,344,10230,3093,10717,5654,20947,5131,7
0,1963,"Hello Heartache, Goodbye Love",Little Peggy March,6,Rock,3655,1990,504,9,2635,350,2926,4387,18009,4957,20935,5132,7
0,1961,Why Not Now,Matt Monro,5,Pop,1235,13616,23,3,7139,701,1795,4894,19120,4876,20915,5133,7
0,1967,Love Bug Leave My Heart Alone,Martha & The Vandellas,9,Urban,1891,19436,494,9,2694,121,9898,3142,11001,5621,20899,5134,7
0,1961,Jimmy's Girl,Johnny Tillotson,6,Rock,3655,1990,503,11,2643,36,2576,4524,18285,4935,20861,5135,7
0,1961,Hearts Of Stone,Bill Black's Combo,8,Traditional,811,12088,461,8,2876,85,619,5931,20241,4818,20860,5136,7
0,1965,In The Meantime,Georgie Fame And The Blue Flames,6,Rock,3655,1990,8,2,7833,574,6768,3520,14088,5298,20856,5137,7
0,1958,Near You,Roger Williams,5,Pop,1235,13616,1105,17,475,131,8508,3301,12341,5475,20849,5138,7
0,1960,I Shot Mr. Lee,The Bobbettes,6,Rock,3655,1990,273,8,4263,485,3780,4105,17062,5019,20842,5139,7
0,1968,I Can't Dance To That Music You're Playin',Martha Reeves & The Vandellas,9,Urban,1891,19436,349,8,3610,274,8453,3309,12384,5470,20837,5140,7
0,1964,(It's No) Sin,The Duprees featuring Joey Vann,6,Rock,3655,1990,83,5,6066,461,0,8315,20802,4793,20802,5141,7
0,1963,The Brightest Smile In Town,Ray Charles and his Orchestra,6,Rock,3655,1990,15,2,7472,71,0,8250,20799,4794,20799,5142,7
0,1959,I Must Be Dreaming,Nat King Cole,5,Pop,1235,13616,100,4,5860,28,405,6263,20348,4812,20753,5143,7
0,1966,Pandora's Golden Heebie Jeebies,The Association,6,Rock,3655,1990,376,7,3412,167,8208,3342,12536,5450,20744,5144,7
0,1968,Talking About My Baby,Gloria Walker,7,Soundtrack,42,208,212,7,4757,1729,777,5737,19966,4829,20743,5145,7
0,1967,Wish You Didn't Have To Go,James & Bobby Purify,9,Urban,1891,19436,303,6,3996,263,2346,4616,18389,4930,20735,5146,7
0,1968,Goodbye My Love,James Brown,8,Traditional,811,12088,358,7,3556,89,4569,3925,16164,5109,20733,5147,7
0,1962,I Don't Love You No More (I Don't Care About You),Jimmy Norman,5,Pop,1235,13616,316,8,3887,2239,2202,4700,18526,4921,20728,5148,7
0,1961,A Little Feeling (Called Love),Jack Scott,6,Rock,3655,1990,11,2,7673,79,166,6901,20519,4805,20685,5149,7
0,1967,Georgia Pines,The Candymen,5,Pop,1235,13616,91,5,5963,1179,143,6981,20518,4806,20661,5150,7
0,1966,Let's Go Steady Again,Sam Cooke,9,Urban,1891,19436,4,1,8109,15,14552,2690,6108,6365,20660,5151,7
0,1966,Spanish Nights And You,Connie Francis,6,Rock,3655,1990,4,2,8120,3,16806,2552,3849,6879,20655,5152,7
0,1968,The Thought Of Loving You,The Crystal Mansion,6,Rock,3655,1990,48,5,6567,1451,11,7947,20641,4797,20652,5153,7
0,1959,Teach Me Tonight Cha Cha,The DeCastro Sisters,5,Pop,1235,13616,77,4,6131,804,1601,5012,19032,4885,20633,5154,7
0,1969,Apricot Brandy,Rhinoceros,6,Rock,3655,1990,391,10,3313,2143,7729,3399,12897,5419,20626,5155,7
0,1960,Serenata,Sarah Vaughan,3,Jazz,298,81,81,6,6086,275,2897,4397,17699,4978,20596,5156,7
0,1964,Oh! Baby (We Got A Good Thing Goin'),Barbara Lynn,9,Urban,1891,19436,182,8,5004,224,1379,5161,19165,4873,20544,5157,7
1,1966,Elvira,Dallas Frazier,8,Traditional,811,12088,103,4,5827,1921,201,6788,20328,4814,20529,5158,7
0,1968,Where Is My Mind,The Vanilla Fudge,6,Rock,3655,1990,104,6,5812,987,4,8070,20504,4809,20508,5159,7
0,1964,The Matador,Major Lance,9,Urban,1891,19436,525,8,2533,151,4775,3872,15722,5145,20497,5160,7
0,1970,Stand By Me,David & Jimmy Ruffin,9,Urban,1891,19436,177,7,5044,1883,282,6557,20175,4820,20457,5161,7
0,1960,Blue Velvet,The Statues,6,Rock,3655,1990,26,3,7040,1474,276,6578,20161,4821,20437,5162,7
0,1965,For Mama,Jerry Vale,5,Pop,1235,13616,217,6,4721,304,179,6863,20248,4817,20427,5163,7
0,1961,Close Together,Jimmy Reed,8,Traditional,811,12088,101,4,5851,203,5419,3755,15005,5198,20424,5164,7
0,1964,Another Cup Of Coffee,Brook Benton,6,Rock,3655,1990,291,7,4106,6,753,5759,19648,4848,20401,5165,7
1,1968,Don't Give Up,Petula Clark,6,Rock,3655,1990,317,7,3880,81,4190,3998,16168,5108,20358,5166,7
0,1963,How Can I Forget,Jimmy Holiday,9,Urban,1891,19436,251,9,4419,1131,1765,4916,18591,4912,20356,5167,7
0,1969,Six White Horses,Tommy Cash,8,Traditional,811,12088,101,6,5856,1221,5097,3813,15240,5183,20337,5168,7
0,1968,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,6,Rock,3655,1990,556,9,2391,1671,1207,5297,19116,4877,20323,5169,7
0,1960,Barbara,The Temptations,6,Rock,3655,1990,467,10,2830,34,3446,4209,16868,5042,20314,5170,7
0,1964,Somebody Stole My Dog,Rufus Thomas,9,Urban,1891,19436,25,2,7079,286,12787,2827,7517,6116,20304,5171,7
0,1968,Money,The Lovin' Spoonful,6,Rock,3655,1990,238,6,4556,126,17188,2527,3082,7110,20270,5172,7
0,1961,Driving Wheel,Junior Parker,3,Jazz,298,81,17,2,7379,853,4269,3985,15977,5125,20246,5173,7
0,1959,Plenty Good Lovin',Connie Francis,6,Rock,3655,1990,141,7,5423,3,20078,2368,148,8322,20226,5174,7
0,1969,Chains Of Love,Bobby Bland,8,Traditional,811,12088,186,7,4970,26,3636,4152,16580,5070,20216,5175,7
0,1964,Donnie,The Bermudas,5,Pop,1235,13616,267,10,4298,1268,701,5817,19495,4856,20196,5176,7
0,1968,Where Do I Go,Carla Thomas,9,Urban,1891,19436,30,2,6940,118,2322,4632,17865,4969,20187,5177,7
0,1969,Theme From Electric Surfboard,Brother Jack McDuff,3,Jazz,298,81,12,2,7630,1941,7498,3435,12663,5435,20161,5178,7
0,1969,Tear Drop City,The Monkees,6,Rock,3655,1990,254,7,4393,86,13647,2756,6495,6294,20142,5179,7
0,1963,Donna The Prima Donna,Dion (Di Muci),6,Rock,3655,1990,826,11,1323,1672,1,8199,20091,4823,20092,5180,7
0,1970,No Arms Can Ever Hold You,Bobby Vinton,6,Rock,3655,1990,21,4,7197,17,278,6571,19796,4842,20074,5181,7
0,1966,A Satisfied Mind,Bobby Hebb,9,Urban,1891,19436,276,6,4230,656,5417,3756,14648,5228,20065,5182,7
0,1963,I Can't Stop Talking About You,Steve & Eydie,5,Pop,1235,13616,439,9,3020,741,69,7383,19988,4827,20057,5183,7
0,1970,Think About Your Children,Mary Hopkin,5,Pop,1235,13616,22,4,7163,347,2208,4696,17806,4972,20014,5184,7
0,1962,That Greasy Kid Stuff,Janie Grant,5,Pop,1235,13616,65,4,6277,595,437,6210,19563,4853,20000,5185,7
0,1961,Princess,Frank Gari,5,Pop,1235,13616,447,10,2962,587,104,7174,19878,4837,19982,5186,7
0,1969,The Colour Of My Love,Jefferson,6,Rock,3655,1990,204,9,4823,1091,1817,4877,18163,4946,19980,5187,7
0,1958,Over And Over,Thurston Harris,3,Jazz,298,81,5,1,8055,1296,768,5745,19201,4869,19969,5188,7
0,1961,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,6,Rock,3655,1990,837,11,1287,2306,1,8173,19960,4830,19961,5189,7
0,1963,On Top Of Spaghetti,Tom Glazer And The Do-Re-Mi Children's Chorus,4,Other,226,1250,613,9,2125,1253,54,7487,19883,4836,19937,5190,7
0,1968,Show Time,Detroit Emeralds,9,Urban,1891,19436,54,5,6460,1631,40,7595,19895,4835,19935,5191,7
0,1964,Good Night Baby,The Butterflys,5,Pop,1235,13616,243,7,4505,1182,6645,3542,13289,5391,19934,5192,7
0,1969,"Abraham, Martin And John",Smokey Robinson & The Miracles,9,Urban,1891,19436,326,6,3803,127,6126,3627,13804,5326,19930,5193,7
0,1965,Two Different Worlds,Lenny Welch,6,Rock,3655,1990,234,8,4582,260,52,7503,19863,4839,19915,5194,7
0,1965,Pretty Little Baby,Marvin Gaye,9,Urban,1891,19436,440,7,3013,42,10601,3061,9291,5835,19892,5195,7
0,1963,Old Enough To Love,Ricky Nelson,6,Rock,3655,1990,13,3,7564,76,4052,4033,15769,5141,19821,5196,7
0,1958,The World Outside,The Four Coins,5,Pop,1235,13616,624,11,2086,576,126,7057,19695,4846,19821,5197,7
0,1967,I Take What I Want,James & Bobby Purify,9,Urban,1891,19436,274,6,4251,263,2151,4718,17654,4981,19805,5198,7
0,1966,Peter Rabbit,Dee Jay And The Runaways,6,Rock,3655,1990,454,11,2925,1638,100,7191,19690,4847,19790,5199,7
0,1962,That Stranger Used To Be My Girl,Trade Martin,6,Rock,3655,1990,429,8,3074,1236,666,5861,19091,4879,19757,5200,7
0,1962,Let Me Go The Right Way,The Supremes,9,Urban,1891,19436,50,6,6534,60,13191,2793,6547,6283,19738,5201,7
0,1969,Everything I Do Gonh Be Funky (From Now On),Lee Dorsey,9,Urban,1891,19436,16,3,7403,231,7750,3395,11986,5518,19736,5202,7
0,1966,Baby What I Mean,The Drifters,9,Urban,1891,19436,196,7,4895,22,1385,5154,18351,4932,19736,5203,7
0,1969,I Can't Quit Her,The Arbors,6,Rock,3655,1990,135,5,5492,467,292,6520,19441,4857,19733,5204,7
0,1969,Lady-O,The Turtles,6,Rock,3655,1990,71,4,6198,99,12574,2850,7133,6183,19707,5205,7
0,1960,Am I The Man,Jackie Wilson,9,Urban,1891,19436,453,10,2930,5,16617,2566,3085,7109,19702,5206,7
0,1966,Heart's Desire,Billy Joe Royal,9,Urban,1891,19436,36,3,6809,295,2260,4663,17418,4997,19678,5207,7
0,1958,Need You,Donnie Owens,6,Rock,3655,1990,807,15,1392,1663,800,5704,18863,4897,19663,5208,7
0,1963,Drownin' My Sorrows,Connie Francis,6,Rock,3655,1990,332,7,3740,3,17687,2497,1929,7499,19616,5209,7
0,1966,Distant Shores,Chad & Jeremy,6,Rock,3655,1990,423,9,3120,165,4064,4029,15536,5161,19600,5210,7
0,1970,Funky Man,Kool & The Gang,9,Urban,1891,19436,32,4,6875,509,9000,3249,10529,5675,19529,5211,7
0,1961,Trees,The Platters,6,Rock,3655,1990,120,4,5635,66,1546,5053,17912,4965,19458,5212,7
0,1959,Save My Soul,Jack Scott,6,Rock,3655,1990,54,3,6468,79,3838,4088,15620,5152,19458,5213,7
0,1963,Pin A Medal On Joey,James Darren,6,Rock,3655,1990,184,6,4980,296,415,6246,19038,4884,19453,5214,7
0,1961,Granada,Frank Sinatra,5,Pop,1235,13616,94,4,5934,14,8750,3276,10694,5659,19444,5215,7
0,1968,Playboy,Gene And Debbe,5,Pop,1235,13616,1063,16,584,567,97,7220,19347,4861,19444,5216,7
0,1964,"Southtown, U.S.A.",The Dixiebelles,8,Traditional,811,12088,495,8,2686,823,140,6997,19273,4864,19413,5217,7
0,1966,I Want To Be With You,Dee Dee Warwick,5,Pop,1235,13616,471,12,2815,297,1172,5327,18229,4941,19401,5218,7
0,1963,Cold Cold Winter,The Pixies Three,5,Pop,1235,13616,49,5,6542,519,815,5687,18576,4914,19391,5219,7
0,1967,And Get Away,The Esquires,9,Urban,1891,19436,490,8,2717,548,1433,5125,17953,4961,19386,5220,7
0,1968,Aunt Dora's Love Soul Shack,Arthur Conley,9,Urban,1891,19436,38,4,6766,280,3457,4205,15886,5131,19343,5221,7
0,1964,Something You Got,Ramsey Lewis Trio,3,Jazz,298,81,161,6,5215,383,1407,5141,17922,4963,19329,5222,7
0,1958,Lazy Summer Night,The Four Preps,5,Pop,1235,13616,575,10,2286,188,707,5807,18611,4910,19318,5223,7
0,1970,Looky Looky (Look At Me Girl),The O'Jays,9,Urban,1891,19436,5,2,8084,191,1024,5470,18263,4938,19287,5224,7
0,1967,Spooky,Mike Sharpe,5,Pop,1235,13616,241,7,4525,2038,282,6559,18999,4889,19281,5225,7
0,1963,New Mexican Rose,The 4 Seasons,6,Rock,3655,1990,314,7,3908,98,269,6596,19007,4888,19276,5226,7
0,1964,Ain't Doing Too Bad (Part 1),Bobby Bland,8,Traditional,811,12088,248,6,4450,26,42,7572,19229,4867,19271,5227,7
0,1963,Daisy Petal Pickin',Jimmy Gilmer And The Fireballs,6,Rock,3655,1990,695,11,1803,551,68,7387,19195,4871,19263,5228,7
0,1965,Someone Is Watching,Solomon Burke,9,Urban,1891,19436,35,4,6825,50,14331,2711,4927,6610,19258,5229,7
0,1962,Point Of No Return,Gene McDaniels,9,Urban,1891,19436,582,10,2263,238,3717,4132,15534,5162,19251,5230,7
0,1960,Gee Whiz,The Innocents,6,Rock,3655,1990,555,11,2395,735,2384,4598,16861,5045,19245,5231,7
0,1960,I'm Gettin' Better,Jim Reeves,8,Traditional,811,12088,445,10,2978,59,3001,4362,16232,5102,19233,5232,7
0,1968,Hold On,Radiants,4,Other,226,1250,170,9,5133,859,747,5761,18482,4922,19229,5233,7
0,1965,You've Never Been In Love Like This Before,Unit Four plus Two,6,Rock,3655,1990,11,2,7659,1128,823,5676,18378,4931,19201,5234,7
0,1969,Turn On A Dream,The Box Tops,6,Rock,3655,1990,264,7,4323,183,7583,3418,11610,5570,19193,5235,7
0,1965,Seein' The Right Love Go Wrong,Jack Jones,6,Rock,3655,1990,370,9,3456,61,18,7840,19129,4875,19147,5236,7
0,1962,Heart In Hand,Brenda Lee,8,Traditional,811,12088,658,10,1952,4,8449,3312,10697,5658,19146,5237,7
0,1966,The Tip Of My Fingers,Eddy Arnold,8,Traditional,811,12088,334,7,3729,102,2612,4511,16531,5071,19143,5238,7
0,1969,She Belongs To Me,Rick Nelson,6,Rock,3655,1990,644,18,2018,49,2250,4673,16880,5040,19130,5239,7
0,1964,Hey Now,Lesley Gore,6,Rock,3655,1990,91,6,5966,77,14706,2682,4420,6746,19126,5240,7
0,1960,Night Theme,The Mark II,6,Rock,3655,1990,112,7,5725,1409,91,7250,19019,4886,19110,5241,7
0,1965,I Don't Wanna Lose You Baby,Chad & Jeremy,6,Rock,3655,1990,375,7,3423,165,1056,5430,18041,4952,19097,5242,7
0,1961,Honky Tonk (Part 2),Bill Doggett,3,Jazz,298,81,251,10,4415,403,5359,3765,13727,5330,19086,5243,7
0,1970,Puppet Man,The 5th Dimension,6,Rock,3655,1990,475,8,2793,93,12246,2889,6838,6234,19084,5244,7
0,1964,Big Party,Barbara & The Browns,6,Rock,3655,1990,8,2,7806,1861,13576,2761,5485,6480,19061,5245,7
0,1969,Curly,Jimmy Clanton,9,Urban,1891,19436,11,3,7677,156,19,7822,19014,4887,19033,5246,7
0,1969,Quentin's Theme,The Charles Randolph Grean Sounde,7,Soundtrack,42,208,771,11,1530,1486,136,7015,18867,4895,19003,5247,7
1,1958,I Believe In You,Robert & Johnny,8,Traditional,811,12088,12,2,7582,2182,139,7001,18824,4900,18963,5248,7
0,1965,Pass Me By,Peggy Lee,5,Pop,1235,13616,16,3,7401,225,12337,2877,6619,6274,18956,5249,7
0,1966,Blue River,Elvis Presley,6,Rock,3655,1990,6,1,7981,1,9336,3206,9611,5781,18947,5250,7
0,1967,I've Lost You,Jackie Wilson,9,Urban,1891,19436,66,4,6259,5,7347,3454,11591,5572,18938,5251,7
1,1968,Georgia On My Mind,Wes Montgomery,3,Jazz,298,81,28,3,6975,1058,7170,3473,11754,5546,18924,5252,7
0,1966,Whole Lot Of Shakin' In My Heart (Since I Met You),The Miracles,9,Urban,1891,19436,312,8,3921,52,605,5949,18258,4939,18863,5253,7
0,1965,Hole In The Wall,The Packers,0,Alternative & Punk,58,5730,408,11,3201,1371,3230,4281,15624,5151,18854,5254,7
0,1958,Hold It,Bill Doggett,9,Urban,1891,19436,9,1,7753,403,3036,4345,15808,5137,18844,5255,7
0,1965,Meeting Over Yonder,The Impressions,9,Urban,1891,19436,284,8,4164,18,8137,3353,10698,5657,18835,5256,7
0,1970,Sing A Song For Freedom,Frijid Pink,6,Rock,3655,1990,242,7,4513,579,6293,3600,12534,5451,18827,5257,7
0,1968,Take Me For A Little While,Vanilla Fudge,6,Rock,3655,1990,411,8,3185,603,13713,2751,5099,6557,18812,5258,7
0,1966,Satisfied With You,The Dave Clark Five,6,Rock,3655,1990,241,6,4526,39,1648,4982,17160,5010,18808,5259,7
0,1964,Danny Boy,Patti LaBelle And The Blue Belles,9,Urban,1891,19436,67,4,6253,348,510,6078,18287,4934,18797,5260,7
0,1965,If You've Got A Heart,Bobby Goldsboro,6,Rock,3655,1990,254,8,4388,51,558,6007,18206,4943,18764,5261,7
0,1966,Big Time,Lou Christie,6,Rock,3655,1990,6,1,7977,161,115,7116,18646,4906,18761,5262,7
0,1965,Comin' On Too Strong,Wayne Newton,5,Pop,1235,13616,157,5,5262,252,845,5656,17903,4966,18748,5263,7
0,1965,Think,Jimmy McCracklin,8,Traditional,811,12088,11,2,7674,494,1368,5170,17378,4998,18746,5264,7
0,1964,Just Ain't Enough Love,Eddie Holland,9,Urban,1891,19436,199,7,4863,466,11167,2999,7579,6100,18746,5265,7
0,1960,You Were Born To Be Loved,Billy Bland,3,Jazz,298,81,11,2,7647,433,204,6775,18536,4919,18740,5266,7
0,1970,One Day Of Your Life,Andy Williams,5,Pop,1235,13616,82,4,6073,16,1805,4883,16925,5031,18730,5267,7
0,1965,All Or Nothing,Patti LaBelle And The Blue Belles,9,Urban,1891,19436,155,6,5285,348,489,6121,18230,4940,18719,5268,7
0,1962,Let Me Be The One,The Paris Sisters,6,Rock,3655,1990,46,5,6600,514,1634,4996,17078,5017,18712,5269,7
0,1968,Hi-Heel Sneakers,Jose Feliciano,6,Rock,3655,1990,560,8,2366,212,5908,3664,12793,5425,18701,5270,7
0,1962,I Can't Say Goodbye,Bobby Vee,6,Rock,3655,1990,9,1,7776,21,858,5641,17840,4971,18698,5271,7
0,1958,We Have Love,Jackie Wilson,9,Urban,1891,19436,13,2,7562,5,2751,4456,15941,5127,18692,5272,7
0,1958,Joe Joe Gunne,Chuck Berry,6,Rock,3655,1990,50,5,6526,72,43,7564,18634,4907,18677,5273,7
0,1970,I Just Don't Know What To Do With Myself,Gary Puckett,6,Rock,3655,1990,133,4,5509,1775,206,6769,18455,4924,18661,5274,7
0,1965,Good Times,Jerry Butler,9,Urban,1891,19436,117,4,5665,33,922,5574,17738,4974,18660,5275,7
0,1962,"Cold, Cold Heart",Dinah Washington,3,Jazz,298,81,5,1,8018,78,13481,2767,5173,6541,18654,5276,7
0,1965,Justine,The Righteous Brothers,6,Rock,3655,1990,41,3,6701,90,3342,4253,15286,5179,18628,5277,7
0,1964,Don't Forget I Still Love You,Bobbi Martin,5,Pop,1235,13616,699,12,1786,393,351,6395,18273,4936,18624,5278,7
0,1963,31 Flavors,The Shirelles,6,Rock,3655,1990,4,1,8090,43,1272,5248,17345,5001,18617,5279,7
0,1966,Promise Her Anything,Tom Jones,5,Pop,1235,13616,58,4,6389,56,10491,3077,8112,6006,18603,5280,7
0,1969,That's The Way,Joe Tex,9,Urban,1891,19436,19,3,7283,44,1816,4879,16775,5051,18591,5281,7
0,1968,I'm Gonna Do What They Do To Me,B.B. King,8,Traditional,811,12088,84,5,6055,70,15733,2609,2855,7181,18588,5282,7
0,1964,You'll Always Be The One I Love,Dean Martin,5,Pop,1235,13616,156,5,5270,37,12177,2899,6384,6318,18561,5283,7
0,1967,"Oooh, Baby Baby",The Five Stairsteps,9,Urban,1891,19436,178,6,5041,293,876,5626,17659,4980,18535,5284,7
0,1961,A Tear,Gene McDaniels,9,Urban,1891,19436,384,8,3363,238,543,6034,17956,4960,18499,5285,7
